created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Oct 11 23:44:35 +0000 2023;1712252887265665202;"Mantan Mentan Syahrul Yasin Limpo (SYL) berjanji akan mendatangi KPK setelah diumumkan sebagai tersangka kasus dugaan korupsi di Kementan. https://t.co/xi2bSfZ8A8";0;0;0;0;in;154102750;1712252887265665202;Beritasatu;https://twitter.com/Beritasatu/status/1712252887265665202
Wed Oct 11 23:43:42 +0000 2023;1712252668155134308;"@ganjarpranowo Sikat Korupsi EKTP ASU";0;0;0;1;in;1606213549360963585;1712033108512706835;antikafirun;https://twitter.com/antikafirun/status/1712252668155134308
Wed Oct 11 23:43:38 +0000 2023;1712252648437793081;"Korupsi adalah musuh terbesar masyarakat, seperti yang terjadi di Papua, dana pembangunan banyak di korupsi dan pembangunan pun banyak yang tersendat, belum lagi gangguan yang dari KSTP. Karena itu yuk lawan korupsi dan KSTP   #BasmiTuntasKKB_Papua Saw X Unpar Hamas https://t.co/rH0mQ5JZkl";4;3;10;12;in;988378254;1712252648437793081;riegosee;https://twitter.com/riegosee/status/1712252648437793081
Wed Oct 11 23:42:22 +0000 2023;1712252332908671029;"@vanc1Bozz @AwakBlangDalam Nggak habis pikir apa pikirannya habis yah walau sudah tersandung kasus tapi aman dan sentosa dan KINERJA Pertamina makin bagus karena Harga BBM perlirr trus naik dan meningkat seiring dgn KORUPSI nya ini otomatis gaji Komisaris Utama nambah naik karena PRESTASI nya";0;0;0;2;in;963089861111513088;1712084729934279012;dwiwarna9;https://twitter.com/dwiwarna9/status/1712252332908671029
Wed Oct 11 23:41:41 +0000 2023;1712252157490307457;"@kompascom Apakah anda bisa tunjukkan indikasi bahwa cicilan mobil SYL adalah hasil Korupsi?  Kalau tidak, hentikan omobg kosong itu.";0;0;0;0;in;1684177076444860417;1712244843995705606;AndiRiswanh;https://twitter.com/AndiRiswanh/status/1712252157490307457
Wed Oct 11 23:41:30 +0000 2023;1712252110904102923;"@Heraloebss @KejaksaanRI Gimana Indonesia mau bebas korupsi kalo SEMUANYA KORUPSI, "SEMUA PEJABAT INDONESIA RAYA KORUPSI". "SEMUAAAAA" @jokowi  KPKnya korupsi, jual beli info 10 M. Polisinya jadi preman. Hakimnya seperti bayi gampang suap. "KORUPSI MERAJALELA" @jokowi";0;0;0;0;in;1666194459133120513;1711994370369712549;skan419;https://twitter.com/skan419/status/1712252110904102923
Wed Oct 11 23:40:19 +0000 2023;1712251816766009461;"Suhu Jeremy: Banyak Kasus Korupsi Terbongkar pada Pertengahan Tahun 2024 https://t.co/LlLEFG31ze #Prediksi2024 #Ramalan2024 #Ciayumajakuning";0;0;0;0;in;1525904615757074432;1712251816766009461;AyuPenari;https://twitter.com/AyuPenari/status/1712251816766009461
Wed Oct 11 23:40:01 +0000 2023;1712251741469901074;"@maman1965 @JNE_ID Korupsi dan Koruptor adalah Zombie yang merusak negeri.. #GiveAwayBukuKopi";0;0;0;2;in;1151301656;1709734780806246776;RifqiSulma;https://twitter.com/RifqiSulma/status/1712251741469901074
Wed Oct 11 23:39:28 +0000 2023;1712251600394396136;"@Dennysiregar7 Ada 2 hal yg saya khawatir jika org yg pernah korupsi uang e-KTP dan hobi nonton bokep terpilih jd RI-1, yaitu :   1. korupsi tambah akut asal uangnya dikembalikan bebas tuntutan hukum.  2. Produksi/nonton video/film bokep dia legalkan, sekarang saja merajalela. Ngeri...!!!";0;0;0;0;in;1634175404746625025;1712003691958641035;SaifudinJuhri15;https://twitter.com/SaifudinJuhri15/status/1712251600394396136
Wed Oct 11 23:38:35 +0000 2023;1712251378155094393;"Kejaksaan Negeri Manado menyebutkan tersangka kasus dugaan korupsi Bansos COVID-19 tahun 2020 bisa bertambah sesuai dengan hasil penyelidikan. #publisherstory #manadobacirita https://t.co/GQxaILOorO";0;1;0;1;in;759692754985242625;1712251378155094393;kumparan;https://twitter.com/kumparan/status/1712251378155094393
Wed Oct 11 23:38:16 +0000 2023;1712251300937875485;"@narkosun Beraaaakkkss ganjar korupsi eKTP https://t.co/JlD8eLdkQS";0;0;3;13;in;72007047;1712057469021954403;bungdree;https://twitter.com/bungdree/status/1712251300937875485
Wed Oct 11 23:37:52 +0000 2023;1712251197502214454;"Diduga Terlibat Korupsi, NCW Minta KPK Periksa Nama-nama Menteri Ini https://t.co/QaSAadGc2L";0;0;10;9;in;1229518084773277698;1712251197502214454;MediaKomando;https://twitter.com/MediaKomando/status/1712251197502214454
Wed Oct 11 23:37:11 +0000 2023;1712251025787322381;"@ajengcute16__ Nah loh kan makin banyak yg keluarin data data koruptor ... Masihvbanyakan mana Bu yg korupsi?";0;0;0;0;in;4143452053;1712102702619209839;khasdani;https://twitter.com/khasdani/status/1712251025787322381
Wed Oct 11 23:35:42 +0000 2023;1712250654276890802;"@Tan_Mar3M Semoga terkabul doamu tan..biar dia cepet jadi tersangka kan emang terindikasi ikut nikmati duit korupsi";0;0;0;1;in;1599611245564289025;1711982067955982584;HPranadiya;https://twitter.com/HPranadiya/status/1712250654276890802
Wed Oct 11 23:35:04 +0000 2023;1712250492783661302;"Masyarakat Harus Sadar Bahwa Musuh Bersama Pembangunan Di Papua Adalah Korupsi dan KSTP  Masyarakat Papua harus bersatu padu untuk memerangi oknum korupsi dan KSTP sehingga bisa menghambat pembangunan di Papua.  #BasmiTuntasKKB_Papua Saw X Unpar Hamas https://t.co/0KAKrPgS9S";3;5;11;13;in;1290494259791933443;1712250492783661302;rasa2086;https://twitter.com/rasa2086/status/1712250492783661302
Wed Oct 11 23:34:44 +0000 2023;1712250408436150494;"Keberadaan uang tunai dalam jumlah besar berkontribusi terhadap praktik korupsi, khususnya suap, pemerasan, dan gratifikasi. Regulasi pembatasan penggunaan uang kartal diperlukan dalam pencegahan korupsi. Baca Muhammad Yusuf di Opini Kompas https://t.co/hx2DDNkztf @hariankompas";0;0;0;0;in;1445984430258982913;1712250408436150494;tatisamhadi;https://twitter.com/tatisamhadi/status/1712250408436150494
Wed Oct 11 23:34:06 +0000 2023;1712250251862856166;"Konstruksi Korupsi Syahrul Limpo jadi Tersangka, Peras ASN di Kementan https://t.co/uCfHOJQMQq";0;0;0;0;in;552523769;1712250251862856166;KATADATAcoid;https://twitter.com/KATADATAcoid/status/1712250251862856166
Wed Oct 11 23:33:07 +0000 2023;1712250002138169768;"@liputan6dotcom Korupsi yang puluhan trilyun naik menjadi ratusan trilyun";0;0;0;0;in;1484086329105588225;1712057096890622265;AffanLaturuaAf1;https://twitter.com/AffanLaturuaAf1/status/1712250002138169768
Wed Oct 11 23:28:39 +0000 2023;1712248879666856209;"@Kayakuwek2 Kan dr si banteng kebanyakan korupsi wes ora percoyo banteng daerahku nol banteng";0;0;0;1;in;735851923908100097;1712147538625909017;mamakes2;https://twitter.com/mamakes2/status/1712248879666856209
Wed Oct 11 23:28:02 +0000 2023;1712248723236114759;"Masyarakat Harus Sadar Bahwa Musuh Bersama Pembangunan Di Papua Adalah Korupsi dan KSTP  Masyarakat Papua harus bersatu padu untuk memerangi oknum korupsi dan KSTP sehingga bisa menghambat pembangunan di Papua.  #BasmiTuntasKKB_Papua Saw X Unpar Hamas https://t.co/cZPprx0wjq";1;4;12;15;in;1009255291790036992;1712248723236114759;aiiptu;https://twitter.com/aiiptu/status/1712248723236114759
Wed Oct 11 23:27:24 +0000 2023;1712248564896911767;"@arwhyzee Spek yg udh dikasih hak otonomi khusus, tp malah korupsi gede2an.";0;0;0;0;in;1316314177;1711957799562052061;Doni_Apr;https://twitter.com/Doni_Apr/status/1712248564896911767
Wed Oct 11 23:27:09 +0000 2023;1712248501919535288;"@ajengcute16__ Nggk mungkinlah, Demokrat yg korupsi berjamaah sampe ketumnya kena aja nggk dibubarin apalagi nasdem 😄😄";0;0;0;3;in;1619762393223139328;1712102702619209839;rajajeplak;https://twitter.com/rajajeplak/status/1712248501919535288
Wed Oct 11 23:26:28 +0000 2023;1712248331139969212;"@yantanu2_08 Berani Tidak Capresmu Bilang Kalau Korupsi Tidak Akan Selamat 🤔 https://t.co/qBwfAJRZUY";0;0;0;0;in;1022613848803532800;1711944963658051824;Dedd32605576;https://twitter.com/Dedd32605576/status/1712248331139969212
Wed Oct 11 23:26:06 +0000 2023;1712248237976170833;"Ada badai korupsi Nasdem, Anies dan Cak Imin makin tenggelam karena elektabilitas semakin menurun https://t.co/vLNN0CW3yv";0;0;0;0;in;1620311769339277315;1712248216572555377;GabusLor;https://twitter.com/GabusLor/status/1712248237976170833
Wed Oct 11 23:25:18 +0000 2023;1712248036121092342;"@KPK_RI Kesalahan KPK yg sangat fatal adalah KPK diketuai oleh anggota Polri, padahal KPK dibentuk krn Polri "tidak bisa" menangani perkara korupsi secara maksimal. Ini namanya "SAMA JUGA BO'ONG"!!!";0;0;0;2;in;154093400;1712081229993153005;herrymaro;https://twitter.com/herrymaro/status/1712248036121092342
Wed Oct 11 23:22:41 +0000 2023;1712247378315743546;"Sebaiknya @KPK_RI juga menelusuri dugaan aliran dana korupsi di medsos.";0;1;2;3;in;2651176428;1712247378315743546;Jhonkosmik;https://twitter.com/Jhonkosmik/status/1712247378315743546
Wed Oct 11 23:21:19 +0000 2023;1712247035292958988;"@JDIHKPU_RI @jdihkpujateng Lanjut Ikhwan menjelaskan bahwa Nilai Maturitas SPIP Terintegrasi terdiri dari Index Penerapan Manajemen Risiko, Maturitas Penyelenggaraan SPIP. Dan Index Efektivitas Pencegahan Korupsi. Setelah pemaparan dari Pemateri acara dilanjutkan dengan sesion tanya jawab oleh peserta.";0;0;0;1;in;1420288730758189061;1712246525294985717;JDIHKPU_MGL;https://twitter.com/JDIHKPU_MGL/status/1712247035292958988
Wed Oct 11 23:21:19 +0000 2023;1712247032793182210;"@irenselaluBenar Lumayan lho dana desanya bisa bikin korupsi";0;1;0;0;in;4367858000;1712245500253245780;Sterlizia9;https://twitter.com/Sterlizia9/status/1712247032793182210
Wed Oct 11 23:20:57 +0000 2023;1712246942120726755;"Ada badai korupsi nasdem, Anies &amp  Cak Imin makin tenggelam https://t.co/zVflg0rru4";0;0;0;0;in;1535909550;1712246942120726755;jarrelnapod;https://twitter.com/jarrelnapod/status/1712246942120726755
Wed Oct 11 23:20:07 +0000 2023;1712246731822207425;"Kurikulum pendidikan antikorupsi, menurut mas @ganjarpranowo, sangat penting karena sekolah merupakan tempat ditempanya calon pemimpin bangsa.  Jika pendidikan anti korupsi ini bisa diaplikasikan di seluruh sekolah di Indonesia, kemungkinan TPK bisa diminimalisir suatu saat nanti https://t.co/QBlR4r18fH";0;1;13;23;in;2650421658;1712246731822207425;NgkongRoses;https://twitter.com/NgkongRoses/status/1712246731822207425
Wed Oct 11 23:20:03 +0000 2023;1712246712994304192;"@jujukyng @recehtapisayng bjir wkwkwkwkw, skandal orang miskin nyopet, skandal orang kaya korupsi";2;4;2;17;in;1054723388365668353;1712102506074136870;valbdg;https://twitter.com/valbdg/status/1712246712994304192
Wed Oct 11 23:19:55 +0000 2023;1712246679699882212;"Menteri dan partai pendukung Anies tersamdung korupsi https://t.co/rHRgWwdAR3";0;0;0;0;in;1535909550;1712246679699882212;jarrelnapod;https://twitter.com/jarrelnapod/status/1712246679699882212
Wed Oct 11 23:18:57 +0000 2023;1712246439789936931;"@Tan_Mar3M Bertambah terus org2 nya yg korupsi, Allah akan tampakkan langsung2 ingat azab Allah wahai manusia, bobroknya rezim ini";0;0;0;0;in;1540473600565968896;1711982067955982584;zulfans171;https://twitter.com/zulfans171/status/1712246439789936931
Wed Oct 11 23:18:56 +0000 2023;1712246435801092463;"@Mi73Hel @KPK_RI @Syahrul_YL Ya harusnya malu klo ada orang Bugis yg kaya tapi hasil korupsi.";0;0;0;1;in;985730749209788416;1712081229993153005;kipyiksamgong;https://twitter.com/kipyiksamgong/status/1712246435801092463
Wed Oct 11 23:17:33 +0000 2023;1712246087497732106;"Uang korupsi buat bayar cicilan Alphard dan kartu kredit, ini modus Syahrul Yasin Limpo buat pungutan di Kementerian Pertanian  #TribunKaltim #SYL #SyahrulYasinLimpo #KPK #Kementan   https://t.co/lQ6kKlYzNe lewat @tribunnews";0;0;0;0;in;103551225;1712246087497732106;tribunkaltim;https://twitter.com/tribunkaltim/status/1712246087497732106
Wed Oct 11 23:16:53 +0000 2023;1712245918005944378;"@OposisiCerdas kebanyakan KORUPSI...!!!";0;0;0;1;in;1684093760093958144;1712120930728886778;AbdulAzis544162;https://twitter.com/AbdulAzis544162/status/1712245918005944378
Wed Oct 11 23:16:33 +0000 2023;1712245832089780375;"@wyohnny @PDIP_Hattrick @pengarang_sajak Saya 99% yakin Jokowi dukung Prabowo-Gibran, apabila PDIP menabuh genderang perang jkw punya kartu truf sbg modal utk berhadap2an dgn pdip, ingat kasus korupsi BTS yg rumornya menyeret2 nama suami mbak Puan, pola mainnya kan seperti itu sama kayak ktk berkonfrontasi dengan Paloh.";0;0;0;1;in;1055612952;1712110965305790650;Bud_Cavalera;https://twitter.com/Bud_Cavalera/status/1712245832089780375
Wed Oct 11 23:15:00 +0000 2023;1712245443001008615;"Ngakak gw😅 Bang @Fahrihamzah ini apa lupa pernah bilang di era Bu @susipudjiastuti jadi menteri KKP banyak nelayan tangkap yang dikriminalisasi? Dan setelah itu dapat fasilitas izin ekspor benih lobster di era menteri KKP Edy Prabowo dari Gerindra yang terlibat korupsi? https://t.co/jo1e814rTt";2;9;90;208;in;1068371293290946561;1712245443001008615;BosPurwa;https://twitter.com/BosPurwa/status/1712245443001008615
Wed Oct 11 23:15:00 +0000 2023;1712245442979754433;"Syahrul Yasin Limpo Diduga Pakai Uang Korupsi untuk Bayar Cicilan Alphard hingga Kartu Kredit https://t.co/tRomY26MqG";0;1;0;1;in;231355136;1712245442979754433;SINDOnews;https://twitter.com/SINDOnews/status/1712245442979754433
Wed Oct 11 23:13:48 +0000 2023;1712245142747599066;"@hujanyangturun_ @aimr0d kayaknya ngomongin moral dan nonton hentai ga berhubungan, kecuali dia sok alim dan hoby ngebokep, itu baru berlawanan.  org bisa aja patuh antrian, ga suka korupsi, buang sampah pd tempatnya, tapi tetep aja sangean.";0;0;0;0;in;1118441726836797440;1712052845607031186;SiKebongce;https://twitter.com/SiKebongce/status/1712245142747599066
Wed Oct 11 23:13:40 +0000 2023;1712245107607630122;""Miris melihat kpu meloloskan tersangka korupsi". Lah memangnya pemberantas korupsi siapa? Yang milih juga siapa? 😭 people will always find something to complain 🤡";0;0;0;1;in;1528785470288564226;1712245101727256618;jibeomphile;https://twitter.com/jibeomphile/status/1712245107607630122
Wed Oct 11 23:11:53 +0000 2023;1712244660314472465;"YG JELAS.. KASUS KADER NASDEM ITU KENTAL DGN AROMA DAN PERTARUNGAN POLITIK.. POLITIK YG LICIK !!! KLO MAU JUJUR AYO BONGKAR SMUA KASUS2 KORUPSI DI NEGERI INI.. KHUSUSNYA BAGI KADER2 PARTAI PENGUASA.. BERI CONTOH NYATA KEPADA MASYARAKAT.. BUKAN CONTOH LICIK DAN MUNAFIK..";0;0;0;0;in;1617501987423281152;1712244660314472465;maskoes911;https://twitter.com/maskoes911/status/1712244660314472465
Wed Oct 11 23:11:10 +0000 2023;1712244478340465116;"Ada badai korupsi!! Nasdem, anies dan cak imin semakin tenggelam!! kapan Nasdem Bubar kira kira?!!  #AniesBaswedan   #BaeSuzy SEE YOU IN 2025 Komeng Ngedeath #TwinklingWatermelonEp6 #KYUNGSOO Gibran sehun Rabu 11 Oktober 2023 Bikin https://t.co/Flvb7eVZD5";0;0;0;0;in;1356529541359931394;1712244478340465116;rafifkurn__ia;https://twitter.com/rafifkurn__ia/status/1712244478340465116
